run_report,path,sha256,verified
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_val.npz,5e2f863741df699ba35dd51bc1db7699998c202a93eae6766dd6bc34ec5bdbde,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_test.npz,03144e7dce0c211bc1101c5b6caf85ce108f3aead2701e325530aa1044e94b30,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_val.npz,a9f31a1b8530fb68cae996ea307b11cdd9ad158952e25787d469699deeee6bff,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_test.npz,e6d7a4eac0d2f8ba1aa51e76dbaa363178f36a2834b87a8a7071bec02ac9f61d,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\best.pt,f220579d3dc10042629d81bfcab74df0da1df12d3cd065e0c1dc22ffb09e9e33,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\last.pt,0947cf67f12a33711a2ee093524ebfd94a03d87bec90b62a7975b7ce62e37113,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\training_history.csv,74a213dcbd87387fc87720f042065eeec624c6069f61c409e4c9f13eab07629a,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_val.npz,406141f303050f1321d698df24fc6cb51c86389215241b63016435ad19e505a1,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_test.npz,467fd9e46908510df36c576baaae0038de6a7abe6cc8145e5842476e3d3ed8e0,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_yolo11l_pose_val.npz,b7657f93ec1e90cd8938de9136e2f33b7d9aae8484d19c3a879e2c54e9bf0d8f,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_yolo11l_pose_test.npz,802656c2a178667aa921064a9cf9c4981214af974be74bdf733a0fae5b905464,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\best.pt,ce06faf3dc9cdd7394e0518fa0e80d72292c325bcf0ac08fe935d1c0efcc1d47,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\last.pt,3c5e5ec7a00ffa97a7cf416da5701781f00e30df74677c4691a14403db6757c7,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\training_history.csv,8bd8ed55cf1808b7d730fd5a399cc48a8527c6ac3aa2edf5a4a1a4943eb40308,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_val.npz,27a7c45ac35dd71205c302d45dd2053e365534be6009158cbc6d1f38ca00b049,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_test.npz,d52bab93fb9204e7891e162ac533a2d809c96f323a7a452f3ce03276035a8c55,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_val.npz,c45cf1b071f34c557130f7fedce6f8309056667649cc54b20d57b4ba6e23fdae,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_test.npz,01068786d54a5c5eb8a8272735379663e26bea346ba480b8c65da30f991c5634,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\best.pt,f7010679632137f922dd88bf35a9cda0ef2e13978f6014ec48e3f9dc2d2a0d53,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\last.pt,e7173527cc90e2e22f0228e31931f450f5866aa30aedb188b4eebac0d92e8d9f,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\training_history.csv,597442112a52877893e050bb0821fd3059c2c509dc1e3f9e321614fa571d3c6c,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_val.npz,0436bf92f4ee1407fc0ed13e24c27bc9f602fad547cf31b703eac080b46d7d74,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_test.npz,6897b781db7fe380f6c6d2c2ebd87febf1f254ac2d3227c082e46e8680eb2ccb,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_yolo11l_pose_val.npz,0fa1f8907263362541cbdf9a53165924e82b697567f1af0ac968168a0823dd48,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_yolo11l_pose_test.npz,8626104d767f8b825f4f6d9b18ce79bb8a6296472e318006a5b577feb9327292,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\best.pt,b45919dee45cf20338acd56a3a8f7005ad98b09675278ff4bde8e046bdf043f2,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\last.pt,09d344dadf4b4133afab05c6bf31ead7528c32e58b6d78a40128bce8f5993344,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\training_history.csv,517089fe24cfbd76da7f93bc7d94fdfce125ebb9780e615d31513b938e29575b,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_val.npz,03abd298882c421d2ccddab7e5125d55bb57716adb5b629366c69ace488623e7,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_test.npz,90ad536b8d888833c988a3d13ae4b5619ac43ac2da117da9244a959d9409dd28,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_val.npz,59287e2850c4214f97bfbf355db2299e07c44868b4f173c4015d394f15d136cd,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_test.npz,3c49d5b5591b20e65ce5324358aaf11ef2c8ad84e5ec48209a0434fbdcab0c9f,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\best.pt,62b385dc0ec4f7679a053cdcca5d37fe21bc3ba055609b769c92a7e2ccdf2106,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\last.pt,dbda3532ad38c81771fa2b4bc71c395cf0b1bb894d3cbcc0d668e69ac36ec902,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\training_history.csv,87f37b5d756805562598353b37353d4c3a5011954b912188d2d07df9e7e70d65,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_val.npz,c7607227b421647f0f46a40985508eb943179ba66ba50fc0aa0733e31e15d175,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_test.npz,3f6576ed42c3a135305001933ecc4fa7ddaba2c3f639d24bb0c7989815bfa5c8,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_yolo11l_pose_val.npz,250a1dd11dd39a4635a7097cdff846515919ea00f3dc16ec9fd09fde1ab2a2d6,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_yolo11l_pose_test.npz,a6df87ccddc184d0fecf2559ffda9944d191939126c6f7bdbfb557637dffd847,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\best.pt,010f4f3d2baccb2d7e53758ca169b0205a0ff6b35cb36d4448ab69a391cefee4,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\last.pt,e18351fdd971a2441dab5d89b8a6b61d6df4ff22f2bdfc8e54184859c5aeb1c5,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_a\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\training_history.csv,26677297a7eb6ac5c10d35d79d6823f4484af04c235b81673f0e4f64e628eab4,True
